authors,title,average_rating
Meg Cabot,"Haunted (The Mediator, #5)",4.0
Anne McCaffrey,"Dragondrums (Harper Hall, #3)",4.0
Dava Sobel,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",4.0
Leon Uris,Mila 18,4.0
Allen Say,Drawing from Memory,4.0
Amitav Ghosh,"Sea of Poppies (Ibis Trilogy, #1)",4.0
"Isaac Asimov, Robert Silverberg",Nightfall,4.0
"Melinda Long, David Shannon",How I Became a Pirate,4.0
Edward Abbey,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",4.0
John Irving,Last Night in Twisted River,4.0
Rob Bell,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",4.0
Rachel Caine,"Bite Club (The Morganville Vampires, #10)",4.0
Linda Howard,Mr. Perfect,4.0
M. Leighton,"Up to Me (The Bad Boys, #2)",4.0
Mira Lyn Kelly,"Waking Up Married (Waking Up, #1)",4.0
Linwood Barclay,No Time for Goodbye (No Time For Goodbye #1),4.0
Katherine Hannigan,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",4.0
Robin Hobb,"The Dragon Keeper (Rain Wild Chronicles, #1)",4.0
"Julia Donaldson, Axel Scheffler",The Gruffalo,4.0
Douglas Adams,"The Salmon of Doubt (Dirk Gently, #3)",4.0
Arthur C. Clarke,The City and the Stars,4.0
Cressida Cowell,"How to Train Your Dragon (How to Train Your Dragon, #1)",4.0
David Foster Wallace,Brief Interviews with Hideous Men,4.0
Lauren Conrad,"L.A. Candy (L.A. Candy, #1)",3.0
Kiera Cass,The Siren,4.0
Greg Iles,The Quiet Game,4.0
Joseph J. Ellis,American Sphinx: The Character of Thomas Jefferson,4.0
"Jo Nesbø, Don Bartlett",Headhunters,4.0
Daniel Silva,"The Messenger (Gabriel Allon, #6)",4.0
Paul Bowles,The Sheltering Sky,4.0
Patrick Ness,The Rest of Us Just Live Here,4.0
Alison Weir,The Lady Elizabeth,4.0
Lily Koppel,The Astronaut Wives Club,3.0
"G.K. Chesterton, Jonathan Lethem",The Man Who Was Thursday: A Nightmare,4.0
"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",Cheaper by the Dozen,4.0
"Douglas Preston, Mario Spezi",The Monster of Florence,4.0
Daniel Woodrell,Winter's Bone,4.0
Laurell K. Hamilton,"Seduced by Moonlight (Merry Gentry, #3)",4.0
Bernard Cornwell,"Sword Song (The Saxon Stories, #4)",4.0
Jessica Seinfeld,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,3.0
Anita Shreve,The Weight of Water,4.0
Katie Ashley,"Music of the Heart (Runaway Train, #1)",4.0
Maeve Binchy,Scarlet Feather,4.0
Aleatha Romig,"Truth (Consequences, #2)",4.0
"Terry Pratchett, Paul Kidby","The Last Hero (Discworld, #27; Rincewind #7)",4.0
Philip Gourevitch,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.0
Daniel Silva,"The English Girl (Gabriel Allon, #13)",4.0
Jennifer E. Smith,The Geography of You and Me,4.0
L.A. Weatherly,"Angel (Angel, #1)",4.0
Brandon Mull,"Seeds of Rebellion (Beyonders, #2)",4.0
Adeline Yen Mah,Chinese Cinderella: The True Story of an Unwanted Daughter,4.0
John Sandford,"Chosen Prey (Lucas Davenport, #12)",4.0
Vi Keeland,Bossman,4.0
J.R. Ward,The Black Dagger Brotherhood: An Insider's Guide,4.0
"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 2: Head Games",4.0
"Beverly Cleary, Alan Tiegreen","Ramona and Her Father (Ramona, #4)",4.0
Agatha Christie,The Secret Adversary (Tommy and Tuppence #1),4.0
"Julio Cortázar, Gregory Rabassa",Hopscotch,4.0
Karin Slaughter,"Fallen (Will Trent, #5)",4.0
Marissa Meyer,"Stars Above (The Lunar Chronicles, #4.5)",4.0
Eric Clapton,Clapton: The Autobiography,4.0
Naomi Klein,No Logo,4.0
Harlan Coben,No Second Chance,4.0
Hunter S. Thompson,Fear and Loathing on the Campaign Trail '72,4.0
P.D. James,Shroud for a Nightingale (Adam Dalgliesh #4),4.0
Sarah Addison Allen,"First Frost (Waverley Family, #2)",4.0
Ted Chiang,Stories of Your Life and Others,4.0
Heidi W. Durrow,The Girl Who Fell from the Sky,4.0
Lisa Gardner,"Hide (Detective D.D. Warren, #2)",4.0
Erin Watt,"Broken Prince (The Royals, #2)",4.0
"Paulo Coelho, Margaret Jull Costa",Manuscript Found in Accra,4.0
Clive Barker,Weaveworld,4.0
Mary Higgins Clark,"Loves Music, Loves to Dance",4.0
D.J. MacHale,"The Rivers of Zadaa (Pendragon, #6)",4.0
Robert K. Massie,Nicholas and Alexandra,4.0
Janet Evanovich,"Wicked Business (Lizzy & Diesel, #2)",4.0
Chris Grabenstein,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),4.0
Robert A. Heinlein,Friday,4.0
Francine Rivers,"Her Mother's Hope (Marta's Legacy, #1)",4.0
Tom Clancy,"Red Rabbit (Jack Ryan Universe, #3)",4.0
Mercedes Lackey,"Arrows of the Queen (Heralds of Valdemar, #1)",4.0
Courtney Allison Moulton,"Angelfire (Angelfire, #1)",4.0
Stephen King,Mile 81,4.0
Paul Auster,The Brooklyn Follies,4.0
"Holly Black, Tony DiTerlizzi","The Ironwood Tree (The Spiderwick Chronicles, #4)",4.0
Marjorie Kinnan Rawlings,The Yearling,4.0
Katie McGarry,"Dare You To (Pushing the Limits, #2)",4.0
"Ozzy Osbourne, Chris Ayres",I Am Ozzy,4.0
J. Maarten Troost,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,4.0
Maria V. Snyder,"Touch of Power (Healer, #1)",4.0
Kaye Gibbons,A Virtuous Woman,4.0
Nora Roberts,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",4.0
David Eddings,"The Sapphire Rose (The Elenium, #3)",4.0
Bill Clegg,Did You Ever Have a Family,4.0
Elisabeth Kübler-Ross,On Death and Dying,4.0
"James Patterson, Maxine Paetro","14th Deadly Sin (Women’s Murder Club, #14)",4.0
Lisa Kleypas,"It Happened One Autumn (Wallflowers, #2)",4.0
Patricia Cornwell,"Scarpetta (Kay Scarpetta, #16)",4.0
Dennis Lehane,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",4.0
R.A. Salvatore,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",4.0
Ellen Hopkins,"Perfect (Impulse, #2)",4.0
Kristen Proby,"Play with Me (With Me in Seattle, #3)",4.0
J.D. Robb,"Portrait in Death (In Death, #16)",4.0
Monica  Murphy,"Second Chance Boyfriend (One Week Girlfriend, #2)",4.0
"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.","Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",4.0
Nora Roberts,The Collector,4.0
Robin McKinley,Sunshine,4.0
Sue Grafton,"D is for Deadbeat (Kinsey Millhone, #4)",4.0
Jesmyn Ward,Salvage the Bones,4.0
Kristen Callihan,"The Hook Up (Game On, #1)",4.0
Naomi Novik,"Throne of Jade (Temeraire, #2)",4.0
David McCullough,Mornings on Horseback,4.0
"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.","Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",4.0
Edward Rutherfurd,London,4.0
Natasha Preston,"Silence (Silence, #1)",4.0
"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",My True Love Gave to Me: Twelve Holiday Stories,4.0
Hugh Howey,"Sand Omnibus (Sand, #1-5)",4.0
Scott  Meyer,"Off to Be the Wizard (Magic 2.0, #1)",4.0
Richard Russo,Nobody's Fool,4.0
"Richard Bachman, Stephen King",Rage,4.0
"Émile Zola, Roger Pearson","Germinal (Les Rougon-Macquart, #13)",4.0
Abbi Glines,"Ceaseless (Existence Trilogy, #3)",4.0
Michael Ondaatje,The Cat's Table,4.0
Alfred Bester,The Demolished Man,4.0
Melissa de la Cruz,"Lost in Time (Blue Bloods, #6)",4.0
Meg Cabot,"Ninth Key (The Mediator, #2)",4.0
Lisa Gardner,"Find Her (Detective D.D. Warren, #8)",4.0
"J. Lynn, Jennifer L. Armentrout","Frigid (Frigid, #1)",4.0
"Isabel Allende, Margaret Sayers Peden",Of Love and Shadows,4.0
Jacqueline Kelly,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",4.0
Katie Alender,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",4.0
Clive Cussler,"Atlantis Found (Dirk Pitt, #15)",4.0
David Mazzucchelli,Asterios Polyp,4.0
"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 04: The Heart's Desire",4.0
Kazu Kibuishi,"The Stonekeeper's Curse (Amulet, #2)",4.0
Carl Hiaasen,Sick Puppy,4.0
Bill Watterson,The Days Are Just Packed: A Calvin and Hobbes Collection,5.0
Dean Koontz,"Odd Apocalypse (Odd Thomas, #5)",4.0
"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",Discipline and Punish: The Birth of the Prison,4.0
Catherine Ryan Hyde,Pay It Forward,4.0
"Arina Tanemura, Tomo Kimura","Full Moon o Sagashite, Vol. 1",4.0
Bernard Cornwell,"The Archer's Tale (The Grail Quest, #1)",4.0
Sarah Dunant,In the Company of the Courtesan,4.0
Peter V. Brett,"The Skull Throne (Demon Cycle, #4)",4.0
Sherrilyn Kenyon,"Devil May Cry (Dark-Hunter, #11)",4.0
Nicholas Sparks,Two By Two,4.0
Anita Shreve,Sea Glass,4.0
Jeffrey Archer,"Be Careful What You Wish For (The Clifton Chronicles, #4)",4.0
Amy A. Bartol,"Inescapable (The Premonition, #1)",4.0
Aprilynne Pike,"Illusions (Wings, #3)",4.0
Joe McGinniss,Fatal Vision,4.0
"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),4.0
Laline Paull,The Bees,4.0
Sara Gruen,Ape House,3.0
Kevin Kwan,China Rich Girlfriend (Crazy Rich Asians #2),4.0
Elizabeth George,A Woman After God's Own Heart,4.0
Brad Thor,"State of the Union (Scot Harvath, #3)",4.0
Rudolfo Anaya,"Bless Me, Ultima",4.0
Bret Easton Ellis,Glamorama,3.0
Sue Grafton,"F is for Fugitive (Kinsey Millhone, #6)",4.0
Alessandro Baricco,Silk,4.0
Tatiana de Rosnay,A Secret Kept,3.0
"Tim LaHaye, Jerry B. Jenkins","The Remnant (Left Behind, #10)",4.0
"Italo Calvino, Archibald Colquhoun",The Baron in the Trees,4.0
"Stephenie Meyer, Young Kim","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",4.0
Belle Aurora,"Raw (RAW Family, #1)",4.0
Roger Zelazny,"The Great Book of Amber (The Chronicles of Amber, #1-10)",4.0
Gena Showalter,The Darkest Lie (Lords of the Underworld #6),4.0
Jillian Dodd,"That Boy (That Boy, #1)",4.0
Kate Alcott,The Dressmaker,3.0
Judith McNaught,"Paradise (Second Opportunities, #1)",4.0
Chris Van Allsburg,Jumanji,4.0
Ken Grimwood,Replay,4.0
David Eagleman,Incognito: The Secret Lives of the Brain,4.0
Neil deGrasse Tyson,Death by Black Hole - And Other Cosmic Quandaries,4.0
Richard Dawkins,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,4.0
Marissa Meyer,Heartless,4.0
Paul Zindel,"The Pigman (The Pigman, #1)",4.0
Lincoln Child,"Deep Storm (Jeremy Logan, #1)",4.0
Meg Cabot,"Abandon (Abandon, #1)",4.0
Alexander McCall Smith,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",4.0
Kerrelyn Sparks,"How to Marry a Millionaire Vampire (Love at Stake, #1)",4.0
Dr. Seuss,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),4.0
Christina Lauren,"Beautiful Bitch (Beautiful Bastard, #1.5)",4.0
Robert Muchamore,"The Recruit (Cherub, #1)",4.0
Sarah Simblet,Anatomy for the Artist,4.0
Simon Singh,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,4.0
Richard Paul Evans,"The Christmas Box (The Christmas Box, #1)",4.0
Amanda Hocking,"My Blood Approves (My Blood Approves, #1)",4.0
Aurora Rose Reynolds,"Until November (Until, #1)",4.0
Angela Carter,The Bloody Chamber and Other Stories,4.0
Anthony Bourdain,A Cook's Tour: Global Adventures in Extreme Cuisines,4.0
Simon Schama,The Power of Art,4.0
"Michelle Knight, Michelle Burford","Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",4.0
Simone Elkeles,"Return to Paradise (Leaving Paradise, #2)",4.0
Jasmine Warga,My Heart and Other Black Holes,4.0
Kim Gordon,Girl in a Band,4.0
Heather Brewer,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",4.0
Patricia Cornwell,"Book of the Dead (Kay Scarpetta, #15)",4.0
Joseph Campbell,The Hero With a Thousand Faces,4.0
John Sandford,"Bad Blood (Virgil Flowers, #4)",4.0
"D.C. Talk, The Voice of the Martyrs","Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)",4.0
Michael Pollan,Cooked: A Natural History of Transformation,4.0
Anne Bishop,Daughter of the Blood (The Black Jewels #1),4.0
Orson Scott Card,"The Lost Gate (Mither Mages, #1)",4.0
"Jo Nesbø, Don Bartlett","Police (Harry Hole, #10)",4.0
Anne Rice,"Vittorio, The Vampire (New Tales of the Vampires, #2)",4.0
"Yuu Watase, Yuji Oniki","Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",4.0
Brunonia Barry,"The Lace Reader (The Lace Reader, #1)",3.0
"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",Anne Rice's The Tale of the Body Thief (A Graphic Novel),4.0
Sherman Alexie,The Lone Ranger and Tonto Fistfight in Heaven,4.0
Laurell K. Hamilton,"A Stroke of Midnight (Merry Gentry, #4)",4.0
Stephenie Meyer,The Chemist,4.0
Anchee Min,"Empress Orchid (Empress Orchid, #1)",4.0
Eoin Colfer,And Another Thing...,4.0
Kathy Reichs,"Monday Mourning (Temperance Brennan, #7)",4.0
H.M. Ward,"Damaged (Damaged, #1)",4.0
"George MacDonald, Arthur Hughes","The Princess and the Goblin  (Princess Irene and Curdie, #1)",4.0
Neal Stephenson,"The Confusion (The Baroque Cycle, #2)",4.0
Terry Pratchett,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",4.0
Joelle Charbonneau,"Independent Study (The Testing, #2)",4.0
Sue Grafton,"X (Kinsey Millhone, #24)",4.0
"Roger Zelazny, Sönmez Güven",Lord of Light,4.0
"Roald Dahl, Quentin Blake",Esio Trot,4.0
Mike Mignola,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",4.0
"James Patterson, Michael Ledwidge","Run for Your Life (Michael Bennett, #2)",4.0
"Joan Didion, David Thomson",Play It as It Lays,4.0
Kelley Armstrong,"Dime Store Magic (Women of the Otherworld, #3)",4.0
Kim Stanley Robinson,"Blue Mars (Mars Trilogy, #3)",4.0
"Paulo Coelho, Alan R. Clarke",The Valkyries,3.0
Louise Penny,"The Long Way Home (Chief Inspector Armand Gamache, #10)",4.0
A.S. King,Please Ignore Vera Dietz,4.0
L.J. Smith,"The Struggle (The Vampire Diaries, #2)",4.0
Karen Marie Moning,"The Dark Highlander (Highlander, #5)",4.0
Karen Marie Moning,"The Immortal Highlander (Highlander, #6)",4.0
Reza Aslan,"No god but God: The Origins, Evolution and Future of Islam",4.0
Philip K. Dick,"VALIS (VALIS Trilogy, #1)",4.0
"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",The Second Sex,4.0
Jennifer A. Nielsen,"The Runaway King (The Ascendance Trilogy, #2)",4.0
"Margaret Weis, Tracy Hickman","Dragon Wing (The Death Gate Cycle, #1)",4.0
Kurt Vonnegut Jr.,Jailbird,4.0
"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.","Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",4.0
Dan Simmons,"Ilium (Ilium, #1)",4.0
"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch","Lumberjanes, Vol. 1: Beware the Kitten Holy",4.0
Elaine N. Aron,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,4.0
Chitra Banerjee Divakaruni,The Palace of Illusions,4.0
H.W. Brands,The First American: The Life and Times of Benjamin Franklin,4.0
"Douglas Preston, Lincoln Child","Dance of Death (Pendergast, #6; Diogenes, #2)",4.0
Susan Beth Pfeffer,"This World We Live In (Last Survivors, #3)",4.0
"Yoshihiro Togashi, 冨樫 義博","Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",4.0
J.D. Robb,"Vengeance in Death (In Death, #6)",4.0
Connie Willis,"To Say Nothing of the Dog (Oxford Time Travel, #2)",4.0
Michael Crichton,The Terminal Man,3.0
"Daniel Abraham, George R.R. Martin, Tommy Patterson","A Game of Thrones: Comic Book, Issue 1",5.0
Holly Black,"White Cat (Curse Workers, #1)",4.0
Raymond Carver,Where I'm Calling From: New and Selected Stories,4.0
Jasper Fforde,"Something Rotten (Thursday Next, #4)",4.0
Jean M. Auel,"The Land of Painted Caves (Earth's Children, #6)",3.0
"Angie Sage, Mark Zug","Darke (Septimus Heap, #6)",4.0
Jeff Kinney,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),4.0
Dashiell Hammett,The Thin Man,4.0
Candace Bushnell,Trading Up,3.0
David Brin,"The Uplift War (The Uplift Saga, #3)",4.0
Raymond E. Feist,"Rage of a Demon King (The Serpentwar Saga, #3)",4.0
"Kingsley Amis, David Lodge",Lucky Jim,4.0
Karin Slaughter,"A Faint Cold Fear (Grant County, #3)",4.0
Marie Lu,"The Rose Society (The Young Elites, #2)",4.0
Susane Colasanti,Waiting For You,4.0
Jeff Hobbs,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,4.0
Lisa Gardner,"The Neighbor (Detective D.D. Warren, #3)",4.0
"Brian K. Vaughan, Pia Guerra, José Marzán Jr.","Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",4.0
Greg Bear,"Eon (The Way, #1)",4.0
Helen Simonson,The Summer Before the War,4.0
"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston","Memories, Dreams, Reflections",4.0
Laurell K. Hamilton,"Bullet (Anita Blake, Vampire Hunter #19)",4.0
Diana Gabaldon,"The Scottish Prisoner (Lord John Grey, #3)",4.0
Meg Cabot,"Reunion (The Mediator, #3)",4.0
"Milan Kundera, Suzanne Rappaport",Laughable Loves,4.0
Julia Quinn,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",4.0
Malcolm Lowry,Under the Volcano,4.0
Rachel Abbott,Sleep Tight,4.0
"Mary Pope Osborne, Salvatore Murdocca","Dinosaurs Before Dark (Magic Tree House, #1)",4.0
Robert A. Heinlein,Have Space Suit—Will Travel,4.0
Jack London,The Sea Wolf,4.0
Meg Cabot,"Darkest Hour (The Mediator, #4)",4.0
Kate Beaton,Hark! A Vagrant,4.0
Ann Packer,The Dive From Clausen's Pier,3.0
"Thomas Mann, Michael Henry Heim, Michael Cunningham",Death in Venice,4.0
Edgar Allan Poe,The Fall of the House of Usher,4.0
D.J. MacHale,"The Soldiers of Halla (Pendragon, #10)",4.0
E. Lockhart,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",3.0
Veronica Roth,"The Initiate (Divergent, #0.2)",4.0
Michael J. Fox,Lucky Man,4.0
Margaret Atwood,The Penelopiad,4.0
"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",The Improbable Adventures of Sherlock Holmes,4.0
"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Vol. 2: Animal Farm",4.0
"James     Baldwin, Kıvanç Güney",The Fire Next Time,4.0
Mo Willems,Don't Let the Pigeon Stay Up Late!,4.0
"Grant Morrison, Frank Quitely",We3,4.0
Meg Cabot,"Princess in Pink (The Princess Diaries, #5)",4.0
Ellen Schreiber,"The Coffin Club (Vampire Kisses, #5)",4.0
Sinclair Lewis,Main Street,4.0
"Rick Riordan, John Rocco",Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide),5.0
Catherine Gilbert Murdock,"Dairy Queen (Dairy Queen, #1)",4.0
Michael Chabon,Telegraph Avenue,3.0
Karin Slaughter,"Undone (Will Trent, #3)",4.0
Erika Swyler,The Book of Speculation,4.0
Laurell K. Hamilton,"Flirt (Anita Blake, Vampire Hunter #18)",4.0
Nora Roberts,"Inner Harbor (Chesapeake Bay Saga, #3)",4.0
Christopher Moore,"Bite Me (A Love Story, #3)",4.0
Kristen Britain,"Green Rider (Green Rider, #1)",4.0
Helen Oyeyemi,"Boy, Snow, Bird",3.0
David  Brooks,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",4.0
Ian McEwan,Solar,3.0
Thomas S. Kuhn,The Structure of Scientific Revolutions,4.0
Andrea Levy,Small Island,4.0
Louise Penny,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",4.0
Sidney Sheldon,The Sky is Falling,4.0
"Arthur Koestler, Daphne Hardy",Darkness at Noon,4.0
Jaci Burton,"The Perfect Play (Play by Play, #1)",4.0
Lois McMaster Bujold,"The Curse of Chalion (World of the Five Gods, #1)",4.0
Nora Roberts,"Chesapeake Blue (Chesapeake Bay Saga, #4)",4.0
Malinda Lo,Ash,4.0
Bernard Cornwell,"The Burning Land (The Saxon Stories, #5)",4.0
Megan McCafferty,"Second Helpings (Jessica Darling, #2)",4.0
Carolyn Mackler,"The Earth, My Butt, and Other Big Round Things",4.0
Joseph Conrad,Lord Jim,4.0
Neil Gaiman,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,4.0
"Frank E. Peretti, Ted Dekker",House,4.0
"V.E. Schwab, Victoria Schwab","Vicious (Villains, #1)",4.0
Clive Cussler,"Raise the Titanic! (Dirk Pitt, #4)",4.0
Eoin Colfer,The Supernaturalist,4.0
Meg Cabot,"Queen of Babble in the Big City (Queen of Babble, #2)",4.0
Dr. Seuss,Yertle the Turtle and Other Stories,4.0
Camron Wright,The Rent Collector,4.0
Rohinton Mistry,Family Matters,4.0
Harvey Karp,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,4.0
Gordon Korman,Schooled,4.0
"Dallas Hartwig, Melissa Hartwig",It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,4.0
Ted Kerasote,Merle's Door: Lessons from a Freethinking Dog,4.0
Gary Paulsen,"Brian's Winter (Brian's Saga, #3)",4.0
Julia Alvarez,How the García Girls Lost Their Accents ,4.0
